Age,Industry_grouped,JobTitle_grouped,Salary,AdditionalComp,Country_cleaned,ExperienceOverall,ExperienceField,Education,Gender,Race
55-64,Marketing,Creative Arts,61000.0,,United States,31 - 40 years,31 - 40 years,College degree,Woman,White
55-64,Tech,Engineering & IT,47250.0,0.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
35-44,Engineering & Manufacturing,Creative Arts,96000.0,4000.0,United States,11 - 20 years,11 - 20 years,Some college,Man,White
35-44,Tech,Other,280800.0,0.0,Germany,21 - 30 years,11 - 20 years,High School,Non-binary,White
35-44,Tech,Engineering & IT,45000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Other,Management,72000.0,0.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Government,Engineering & IT,78167.0,,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Finance,Management,132500.0,55000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
45-54,Tech,Management,124000.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
45-54,Marketing,Consulting,108000.0,0.0,United States,21 - 30 years,21 - 30 years,College degree,Man,White
35-44,Finance,Marketing & Communications,110000.0,5000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Education,Executive,83000.0,,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Engineering & Manufacturing,Engineering & IT,110000.0,14000.0,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Education,Management,45000.0,,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Government,Engineering & IT,91000.0,2000.0,United States,11 - 20 years,5-7 years,PhD,Woman,White
35-44,Engineering & Manufacturing,Management,117000.0,17550.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
45-54,Finance,Management,59000.0,7000.0,United States,21 - 30 years,21 - 30 years,Some college,Woman,White
35-44,Education,Education & Training,71697.0,0.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
45-54,Construction & Real Estate,Management,90000.0,9000.0,United States,31 - 40 years,21 - 30 years,Some college,Woman,White
35-44,Education,Executive,120000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Education,Administrative,52000.0,0.0,United States,5-7 years,5-7 years,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin"
25-34,Construction & Real Estate,Administrative,45510.0,,Canada,8 - 10 years,8 - 10 years,Some college,Woman,White
35-44,Logistics,Executive,80000.0,5000.0,United States,21 - 30 years,21 - 30 years,High School,Woman,White
25-34,Logistics,Human Resources,56000.0,0.0,United States,8 - 10 years,5-7 years,Some college,Woman,White
45-54,Engineering & Manufacturing,Marketing & Communications,47840.0,2000.0,United States,21 - 30 years,21 - 30 years,College degree,Man,"Asian or Asian American, White"
45-54,Consulting,Management,150000.0,20000.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
45-54,Tech,Management,150000.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
45-54,Consulting,Management,105000.0,5000.0,United States,21 - 30 years,21 - 30 years,PhD,Woman,White
25-34,Finance,Engineering & IT,100000.0,5000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
35-44,Engineering & Manufacturing,Management,97500.0,8000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
25-34,Finance,Other,100000.0,50000.0,United States,5-7 years,5-7 years,College degree,Man,White
45-54,Healthcare,Management,125000.0,0.0,United States,21 - 30 years,8 - 10 years,College degree,Woman,White
35-44,Government,Executive,63000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Marketing,Management,62500.0,62500.0,United Kingdom,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Other,Marketing & Communications,79000.0,1000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Other,Engineering & IT,52000.0,0.0,United States,5-7 years,2 - 4 years,Master's degree,Man,White
25-34,Government,Finance & Accounting,109000.0,3000.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
45-54,Education,Education & Training,67500.0,0.0,United Kingdom,21 - 30 years,21 - 30 years,PhD,Woman,White
45-54,Tech,Engineering & IT,120000.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,Black or African American
25-34,Education,Human Resources,50766.25,0.0,United Kingdom,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Education,Education & Training,70000.0,2400.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
35-44,Tech,Management,110000.0,2500.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Education,Administrative,42920.0,,Canada,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Government,Administrative,42920.0,0.0,Canada,8 - 10 years,5-7 years,Some college,Woman,White
18-24,Finance,Finance & Accounting,45000.0,0.0,United States,1 year or less,1 year or less,College degree,Woman,White
35-44,Government,Executive,70000.0,5000.0,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Tech,Management,115000.0,0.0,United States,5-7 years,5-7 years,College degree,Man,White
25-34,Logistics,Executive,35251.200000000004,0.0,Ireland,2 - 4 years,2 - 4 years,Master's degree,Woman,White
35-44,Agriculture,Education & Training,17000.0,0.0,United States,11 - 20 years,5-7 years,Master's degree,Non-binary,White
25-34,Government,Data & Analytics,64000.0,,United States,5-7 years,1 year or less,College degree,Woman,Black or African American
55-64,Construction & Real Estate,Management,66000.0,0.0,United States,31 - 40 years,21 - 30 years,College degree,Woman,White
45-54,Engineering & Manufacturing,Management,80000.0,4000.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Government,Data & Analytics,78000.0,,United States,5-7 years,2 - 4 years,Master's degree,Woman,White
18-24,Legal,Legal,65000.0,5000.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
65 or over,Healthcare,Other,110000.0,10000.0,United States,41 years or more,31 - 40 years,Master's degree,Woman,White
35-44,Finance,Other,114400.0,0.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Tech,Management,111500.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Education,Executive,58300.0,0.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Executive,700000.0,,United States,11 - 20 years,5-7 years,College degree,Woman,White
35-44,Tech,Engineering & IT,156000.0,189000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
45-54,Tech,Engineering & IT,130000.0,13000.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Education,Education & Training,75000.0,,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Education,Education & Training,48750.0,0.0,United Kingdom,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Tech,Management,126000.0,15000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Engineering & Manufacturing,Management,125000.0,3500.0,United States,21 - 30 years,21 - 30 years,College degree,Man,White
25-34,Tech,Management,64380.0,0.0,Canada,2 - 4 years,2 - 4 years,PhD,Woman,Another option not listed here or prefer not to answer
35-44,Education,Executive,38480.0,,United States,11 - 20 years,5-7 years,College degree,Woman,White
35-44,Tech,Strategist,36000.0,1000.0,United States,11 - 20 years,2 - 4 years,Master's degree,Man,White
25-34,Tech,Management,55000.0,0.0,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,White
25-34,Marketing,Executive,53500.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Government,Executive,49600.0,,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,"Asian or Asian American, White"
25-34,Tech,Executive,50000.0,0.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
25-34,Finance,Management,57750.0,5750.0,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,White
35-44,Nonprofit,Assistant,62000.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
25-34,Tech,Data & Analytics,65000.0,0.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
25-34,Healthcare,Healthcare,43680.0,,United States,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Logistics,Management,103000.0,2000.0,United States,5-7 years,5-7 years,College degree,Woman,White
45-54,Education,Education & Training,63750.0,0.0,United Kingdom,21 - 30 years,21 - 30 years,College degree,Woman,White
25-34,Tech,Management,65000.0,2700.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
25-34,Engineering & Manufacturing,Administrative,31250.0,1250.0,United Kingdom,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Government,Consulting,68820.0,0.0,Canada,8 - 10 years,8 - 10 years,College degree,Woman,White
35-44,Education,Education & Training,75000.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Tech,Executive,43125.0,0.0,United Kingdom,11 - 20 years,11 - 20 years,College degree,Woman,White
18-24,Marketing,Engineering & IT,72500.0,3000.0,United States,5-7 years,1 year or less,College degree,Woman,White
35-44,Agriculture,Management,86000.0,1500.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
25-34,Construction & Real Estate,Strategist,75000.0,5000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Tech,Engineering & IT,38000.0,,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Nonprofit,Healthcare,63000.0,0.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
35-44,Education,Education & Training,39000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Education,Management,105000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Construction & Real Estate,Management,53000.0,6000.0,United States,21 - 30 years,8 - 10 years,High School,Woman,White
35-44,Tech,Management,179000.0,130000.0,United States,11 - 20 years,8 - 10 years,PhD,Woman,White
35-44,Marketing,Engineering & IT,77000.0,0.0,United States,21 - 30 years,5-7 years,College degree,Woman,White
35-44,Tech,Engineering & IT,55000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Tech,Sales,64200.0,3000.0,United States,5-7 years,2 - 4 years,Master's degree,Other or prefer not to answer,White
55-64,Healthcare,Management,43500.0,,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Engineering & Manufacturing,Engineering & IT,92000.0,2000.0,United States,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
55-64,Government,Consulting,170000.0,3000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
45-54,Other,Management,87938.0,4000.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Healthcare,Healthcare,125000.0,500.0,United States,5-7 years,5-7 years,PhD,Woman,White
25-34,Tech,Engineering & IT,44400.0,4440.0,Canada,1 year or less,1 year or less,College degree,Woman,White
55-64,Finance,Executive,186000.0,0.0,United States,31 - 40 years,31 - 40 years,College degree,Man,White
35-44,Marketing,Administrative,36260.0,0.0,Canada,21 - 30 years,11 - 20 years,Some college,Woman,White
25-34,Tech,Engineering & IT,51000.0,,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Finance,Finance & Accounting,61800.0,1000.0,United States,8 - 10 years,5-7 years,College degree,Man,White
25-34,Finance,Executive,155000.0,31000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
35-44,Art & Design,Management,40000.0,200.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Education,Data & Analytics,71750.0,0.0,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Engineering & Manufacturing,Management,70000.0,,United States,8 - 10 years,2 - 4 years,Master's degree,Man,Asian or Asian American
35-44,Consulting,Consulting,87000.0,,United States,21 - 30 years,8 - 10 years,Master's degree,Woman,White
35-44,Tech,Management,157000.0,0.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
35-44,Government,Project & Program Management,65000.0,0.0,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Tech,Management,42120.0,0.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Consulting,Education & Training,65000.0,5000.0,United States,5-7 years,2 - 4 years,Master's degree,Woman,White
25-34,Tech,Management,85000.0,,United States,8 - 10 years,8 - 10 years,College degree,Man,White
35-44,Tech,Management,86000.0,3000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
35-44,Tech,Data & Analytics,85000.0,7000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Education,Education & Training,94000.0,,United States,21 - 30 years,21 - 30 years,PhD,Woman,White
45-54,Tech,Management,104000.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
45-54,Tech,Management,88000.0,8800.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
35-44,Government,Marketing & Communications,52000.0,,United States,11 - 20 years,8 - 10 years,Some college,Woman,White
25-34,Tech,Engineering & IT,65000.0,3000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
45-54,Tech,Management,175000.0,175000.0,United States,21 - 30 years,11 - 20 years,College degree,Man,White
25-34,Consulting,Consulting,134000.0,3000.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
35-44,Tech,Assistant,98500.0,10000.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
35-44,Healthcare,Engineering & IT,43000.0,,United States,8 - 10 years,5-7 years,Some college,Woman,White
45-54,Tech,Administrative,36712.0,,United States,11 - 20 years,5-7 years,Some college,Woman,White
35-44,Tech,Engineering & IT,112000.0,0.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Tech,Management,85000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Healthcare,Other,60000.0,0.0,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Legal,Other,50000.0,,United States,11 - 20 years,2 - 4 years,High School,Woman,White
18-24,Government,Strategist,52000.0,,United States,2 - 4 years,1 year or less,College degree,Woman,White
25-34,Government,Management,57000.0,0.0,United States,5-7 years,2 - 4 years,Master's degree,Woman,White
25-34,Finance,Engineering & IT,51000.0,1500.0,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Finance,Finance & Accounting,54000.0,,United States,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Education,Executive,56000.0,,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
25-34,Education,Education & Training,56000.0,8000.0,United States,2 - 4 years,5-7 years,PhD,Woman,White
18-24,Tech,Management,39000.0,0.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
